0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes
2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,Yes
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Yes
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,Yes
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,Yes
2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,Yes
2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,Yes
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,No
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,Yes
2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,Yes
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,1,0,0,0,0,0,0,1,Yes
2,2,2,2,0,1,0,1,0,0,0,0,0,0,1,Yes
2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,Yes
2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,Yes
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,Yes
2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,No
2,2,2,2,0,0,0,1,0,1,0,0,0,0,0,Yes
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,Yes
2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,Yes
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,Yes
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,1,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,1,0,0,0,1,1,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,Yes
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,1,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,No
